0.642857143,0.642857143,0.5
0.714285714,0,1
0.928571429,0.714285714,0.785714286
0.785714286,0.571428571,0.857142857
0.428571429,0.5,0.428571429
0.5,0.5,0.214285714
0,0.5,0.642857143
0,0.285714286,1
0.857142857,0.714285714,0.428571429
0.857142857,0.071428571,0.5
0.071428571,0.857142857,0.285714286
0.428571429,0.642857143,0.5
0.571428571,0.5,0.5
0.428571429,0.857142857,0.071428571
0.928571429,0.142857143,0.142857143
0.642857143,1,1
0.428571429,0.285714286,0.357142857
0.142857143,0.5,0.285714286
0.714285714,0.142857143,0.142857143
0.642857143,0.785714286,0.214285714
0.928571429,0.071428571,0.214285714
0.642857143,0.928571429,0.928571429
0.428571429,0.428571429,0.571428571
0.357142857,0.428571429,0.071428571
0.857142857,0.357142857,0.214285714
1,0.785714286,0
0.5,0,1
0.785714286,1,0.071428571
0.071428571,0.357142857,1
0.071428571,0.142857143,0.285714286
0.214285714,0.214285714,0.714285714
0.642857143,0.857142857,0.785714286
0.642857143,0.5,0.642857143
0.714285714,0.857142857,0.5
0.857142857,0,0.857142857
0.285714286,0.571428571,0.5
0.285714286,0.142857143,0.571428571
0.214285714,0.214285714,0.142857143
0.214285714,0.428571429,0.571428571
0.5,0.071428571,0.214285714
0.428571429,0.785714286,0.428571429
0.571428571,0.142857143,0.285714286
0.785714286,0.571428571,0.5
0.357142857,0.214285714,0
1,0.357142857,0.642857143
0.928571429,0,0.285714286
0.071428571,0.571428571,1
0.357142857,0.428571429,0.5
0.142857143,0.428571429,0.857142857
1,0.5,0.071428571
0.785714286,0.714285714,0.642857143
0.785714286,0,0.857142857
0.785714286,1,0.285714286
0.357142857,0,0.857142857
0.428571429,1,0.785714286
0.642857143,0.642857143,0.642857143
0.5,0.142857143,0.785714286
0.214285714,0.857142857,0.714285714
0.142857143,0.142857143,0.928571429
0.714285714,1,0.285714286
0.285714286,0.857142857,0.642857143
0.714285714,0.214285714,0.785714286
0.071428571,0.214285714,1
0.428571429,0.428571429,0.357142857
0.285714286,0.285714286,0.285714286
0.785714286,0.857142857,1
0.928571429,0,0.571428571
0.214285714,0.5,0.428571429
0,0.357142857,0.428571429
0,0.071428571,0.571428571
0.071428571,0.214285714,0.714285714
0.571428571,0.642857143,0.928571429
0.857142857,0.642857143,0.142857143
0.785714286,0.428571429,0.571428571
0.142857143,0.642857143,0.571428571
0.642857143,0.285714286,0.428571429
0.428571429,0.5,0.142857143
1,0.928571429,0.928571429
0.214285714,0.928571429,0.642857143
0.142857143,0.142857143,0.5
0.142857143,0,0.428571429
0.571428571,0.928571429,1
0,1,0.928571429
0,0.642857143,0.142857143
0.071428571,0.714285714,0.571428571
0.785714286,0.928571429,0.5
0.142857143,0.142857143,0
0,0.928571429,0.071428571
0.642857143,0.071428571,0.571428571
0.071428571,0.142857143,0.785714286
0.571428571,0.285714286,0.571428571
0.142857143,0.357142857,0.928571429
1,0.642857143,0.785714286
0.142857143,0.285714286,0.071428571
0.5,0.285714286,0.785714286
0.357142857,0.142857143,0.714285714
0.571428571,0.142857143,0
0.857142857,0.285714286,0.285714286
0.5,0.214285714,0.142857143
0.5,0.5,0.142857143
0,1,0.642857143
0.285714286,0.214285714,0.357142857
0.071428571,0.214285714,0.214285714
0.071428571,0.785714286,0
1,0.785714286,0.642857143
0.214285714,0.285714286,0.142857143
0.928571429,0.285714286,0.642857143
0.428571429,0.214285714,0.857142857
0.5,0.714285714,0.714285714
0,0.642857143,0.5
0.714285714,0.785714286,0.428571429
0.428571429,0.5,0.785714286
1,0.785714286,1
0.428571429,0.357142857,0.928571429
0.142857143,0.142857143,0.785714286
0.285714286,0.5,0.5
0.428571429,0.214285714,0.071428571
0.5,1,0.214285714
0.357142857,0.642857143,0.642857143
0.785714286,0.785714286,0.142857143
0.857142857,0.071428571,0.357142857
0,1,0.857142857
0.5,0.642857143,0.357142857
0.285714286,0.214285714,0
0.285714286,0.928571429,0.714285714
0.928571429,0.928571429,1
1,0.428571429,0.571428571
0,0.071428571,0
1,0.642857143,0.142857143
0.214285714,0.571428571,0.071428571
0.571428571,0.142857143,0.071428571
0.857142857,0.214285714,0.142857143
0.428571429,0.785714286,0.071428571
0.285714286,1,0.5
0.714285714,0.071428571,1
0.5,0.357142857,0.071428571
0.785714286,0.071428571,0.785714286
0.214285714,1,0
0.857142857,1,0.428571429
0.142857143,0.214285714,0.071428571
0.928571429,0,0.214285714
0.285714286,0.214285714,0.857142857
0.642857143,0.642857143,0.928571429
0.5,0.5,0.5
0.071428571,0.714285714,0.857142857
0.428571429,0.5,1
0.214285714,0,0.357142857
0.785714286,0,0.142857143
0.571428571,0.214285714,0.214285714
0.428571429,0.714285714,0.785714286
0.357142857,0.714285714,0.214285714
0,0.142857143,0.571428571
0.642857143,0.285714286,0.571428571
0,0.285714286,0.571428571
0.357142857,0.857142857,0.571428571
0.071428571,0.142857143,0.642857143
0.928571429,0.642857143,0.428571429
0.5,0.571428571,0.142857143
0.714285714,0.142857143,0.071428571
0.785714286,0,0.214285714
0.285714286,0.857142857,0
0.785714286,0.642857143,0.214285714
0.857142857,0.571428571,0.5
0.428571429,0.357142857,0
0.214285714,0.928571429,0.857142857
0,0.071428571,0.428571429
0.857142857,0.928571429,0.428571429
0.714285714,0.5,0.428571429
0.571428571,0.357142857,0.5
1,0.071428571,0.5
0.357142857,0.357142857,0.428571429
0.857142857,0.642857143,0.642857143
0.785714286,0,0.357142857
0.714285714,0.857142857,0.214285714
0.285714286,1,0.642857143
0.428571429,0.928571429,0.214285714
0.071428571,0.142857143,0.714285714
0.928571429,0.071428571,0.071428571
0.785714286,0.214285714,0
0.357142857,0.071428571,0
0.714285714,0.5,0.928571429
0.285714286,0.428571429,0.785714286
0.571428571,0.142857143,1
0.5,0.714285714,0.642857143
0.142857143,0.071428571,0.571428571
0.714285714,0.5,0.571428571
0,0.857142857,1
0.571428571,0.642857143,0.357142857
0.142857143,0.714285714,0.214285714
0.857142857,0.642857143,0.857142857
0.642857143,0.5,0.785714286
0.571428571,0.071428571,0
0,0.214285714,0.357142857
0.428571429,0.785714286,0.642857143
0.142857143,0.642857143,0.714285714
0.357142857,0.571428571,1
0.214285714,0.214285714,0.071428571
0.5,0,0
0.285714286,0.642857143,0.214285714
0.142857143,0.785714286,0.5
0.071428571,0,0.142857143
0.285714286,0.928571429,0.571428571
0.428571429,1,0.285714286
0.357142857,0.857142857,0.285714286
0.714285714,0.785714286,0.285714286
0.571428571,0.928571429,0.071428571
0.5,0.642857143,0.714285714
0.642857143,1,0.857142857
0.142857143,0.642857143,0.928571429
0.857142857,0.714285714,0.071428571
0.642857143,0.142857143,0.785714286
0.214285714,0.5,0.714285714
0.285714286,0.642857143,0
0.785714286,0.714285714,0.142857143
0.285714286,0.5,0.214285714
0.357142857,0.214285714,0.214285714
0.928571429,0.714285714,0.142857143
0.357142857,0.5,0.714285714
0.571428571,0.5,0.428571429
0.5,0.785714286,0.642857143
0.785714286,0.214285714,1
0.071428571,0.571428571,0
0.5,0.5,0.071428571
0,0.5,0.285714286
0.928571429,0.928571429,0.571428571
0.714285714,0.928571429,0.5
0.071428571,0.857142857,0.571428571
0.214285714,0.928571429,1
0.571428571,0.642857143,0.642857143
0.428571429,0.857142857,0.571428571
0.571428571,0,0.285714286
0.714285714,0.071428571,0.642857143
0.285714286,0.5,0.857142857
0.357142857,0.928571429,0.642857143
0.714285714,0.285714286,1
0.928571429,0.428571429,0.571428571
0.857142857,0.214285714,0
0.857142857,0.071428571,0.714285714
0.214285714,0.714285714,0.5
0.071428571,0.642857143,0.071428571
0.142857143,0.857142857,0.928571429
0.285714286,0.142857143,0.214285714
0.785714286,1,0.571428571
0.142857143,0.428571429,0.357142857
0.785714286,0.357142857,0.142857143
0.714285714,0.142857143,1
0.571428571,0.214285714,0.5
0.857142857,0.928571429,0.285714286
0.214285714,1,0.5
0.428571429,0.928571429,0.642857143
0.357142857,0,1
1,0.071428571,0.785714286
1,0.785714286,0.857142857
0.142857143,0.214285714,0
0.214285714,0.214285714,0.642857143
0.214285714,0.357142857,0.857142857
0.785714286,0.5,0.142857143
0.642857143,0.714285714,0.928571429
0.142857143,0.642857143,0.142857143
0.928571429,0.5,0.5
0,0.071428571,0.214285714
0.571428571,0.714285714,0.785714286
0,0.642857143,0.928571429
0.428571429,0.785714286,0.571428571
0.928571429,0.142857143,0.071428571
0,0.285714286,0.357142857
0.714285714,1,0.071428571
0.857142857,0.285714286,0.428571429
0.214285714,0.714285714,0.357142857
0.428571429,1,0.714285714
0.214285714,0.428571429,0.214285714
0.642857143,0.071428571,0.785714286
0.857142857,0.357142857,0.928571429
0.642857143,0,0.142857143
0,0.357142857,0.214285714
0.642857143,0.571428571,0.642857143
0.142857143,0.928571429,0.285714286
0,0.357142857,0.142857143
0,0.857142857,0.071428571
0.071428571,1,1
0.214285714,0.428571429,0.142857143
0.785714286,0.285714286,0.785714286
0.5,0.714285714,0.357142857
0.214285714,0.5,0
0.571428571,1,0.142857143
0.214285714,0.928571429,0.428571429
0.428571429,0,0
0.785714286,0.357142857,0.928571429
0.857142857,0.642857143,0.5
0.071428571,0,0.785714286
0.5,0.714285714,0.5
0.785714286,0.428571429,0.071428571
0.785714286,0.142857143,0.214285714
0.285714286,0.071428571,0.357142857
0.285714286,0.642857143,0.928571429
0.214285714,0.642857143,0.5
0.214285714,0.357142857,0.285714286
0.071428571,0.714285714,0.642857143
1,0,0.785714286
0.428571429,0.285714286,1
0.928571429,0.857142857,0.857142857
0.785714286,0.071428571,1
1,0.214285714,0.571428571
0.214285714,0.928571429,0.571428571
0.571428571,0.857142857,0.142857143
0,0.142857143,0.357142857
0.142857143,0.285714286,0.285714286
0.785714286,0.285714286,0.714285714
0.714285714,0.714285714,0.142857143
0.428571429,0.357142857,1
0.714285714,0.928571429,0.142857143
0,0.857142857,0.714285714
0.928571429,0.428571429,0.928571429
0.214285714,1,0.142857143
0.714285714,0.857142857,0.071428571
0,0.785714286,0.928571429
0.357142857,0.571428571,0.5
0.571428571,0.428571429,0.928571429
0.928571429,0.571428571,0.5
0.428571429,0.714285714,0.714285714
0.071428571,0.357142857,0.5
0.714285714,0.142857143,0.571428571
0,0,0.071428571
1,0.071428571,0
0.357142857,0.071428571,0.785714286
0.928571429,0.642857143,0.357142857
0.357142857,0.428571429,0.357142857
0,0.142857143,0.785714286
0,0.785714286,0.785714286
0.857142857,0.428571429,0.285714286
0.785714286,0.714285714,0.357142857
0.714285714,0.785714286,0.714285714
0.714285714,0,0.642857143
0.5,0.357142857,1
0.785714286,0.5,0.285714286
0.357142857,0.214285714,0.142857143
0.714285714,0.642857143,0
0.857142857,1,0.214285714
0.428571429,0.5,0.642857143
0.5,0.428571429,0.5
0.142857143,0.642857143,0.071428571
0.214285714,0.071428571,0.071428571
0.214285714,0.571428571,0.785714286
0.071428571,0.071428571,0.857142857
0.642857143,0.142857143,0.285714286
0.857142857,0,0.214285714
0.928571429,0.428571429,0.285714286
0.857142857,0.214285714,0.642857143
1,0.714285714,0.357142857
0.357142857,0.142857143,0.785714286
0.357142857,0.928571429,0.928571429
0,0.714285714,0.928571429
0.142857143,0.357142857,0.071428571
0.857142857,0.571428571,0.428571429
0.785714286,0.5,0.571428571
0.714285714,0.428571429,0.785714286
0.5,0.642857143,0
0.714285714,0.857142857,0.571428571
0.928571429,0.5,0.357142857
0.285714286,0.642857143,0.571428571
0.857142857,0.214285714,0.5
0.571428571,0.571428571,0.357142857
0.285714286,0,0.5
0.071428571,0,0
0.428571429,0,0.857142857
0.357142857,0.214285714,0.357142857
0.357142857,0.142857143,0.142857143
0.357142857,0.928571429,0.214285714
0.785714286,0.357142857,0
0.642857143,0,0.571428571
0.285714286,0.857142857,0.714285714
0.928571429,0.357142857,0
0.214285714,0.071428571,0.928571429
0.857142857,0.857142857,0.642857143
0.428571429,0.357142857,0.214285714
0.928571429,1,0.214285714
0.071428571,0.928571429,0.571428571
0.785714286,0.714285714,0.5
0.142857143,0.285714286,0.142857143
0.571428571,0.285714286,0.428571429
0.714285714,0.5,0.857142857
0.357142857,0.928571429,0.285714286
0.428571429,0.142857143,0
0.142857143,0.785714286,0.285714286
0.142857143,0.714285714,0.142857143
0.714285714,0.142857143,0.714285714
0.785714286,0.357142857,0.857142857
0.428571429,0.142857143,0.357142857
0.5,0.357142857,0.5
0.357142857,0.785714286,0.857142857
0.5,0.214285714,0.428571429
0.357142857,0.857142857,0.857142857
0.642857143,0.428571429,0.714285714
0.214285714,0.928571429,0.071428571
0.142857143,0.428571429,1
0.071428571,0.571428571,0.785714286
0.142857143,0.5,0.714285714
0.857142857,0.714285714,0.928571429
0.071428571,0.928571429,0.5
0,0.214285714,0.071428571
0.357142857,0.428571429,0.571428571
0.571428571,0.714285714,1
0.285714286,0.285714286,0.928571429
0.928571429,0.071428571,0.285714286
0.357142857,0.428571429,1
0.714285714,0.857142857,0.357142857
1,0,0.357142857
0.714285714,0.071428571,0.142857143
0.285714286,0,0.214285714
0.071428571,0.785714286,0.714285714
0.285714286,0.928571429,0.214285714
1,0.357142857,0.714285714
0.285714286,0.142857143,0.285714286
0.142857143,0.714285714,0.928571429
0.5,0,0.785714286
0.714285714,0.285714286,0.714285714
1,0.571428571,0.642857143
0.642857143,0,0.928571429
0.785714286,0.928571429,0.285714286
0.285714286,0.214285714,0.214285714
0.214285714,0.071428571,0.714285714
0,0.571428571,0.928571429
0.285714286,0.571428571,0.642857143
0.571428571,0.142857143,0.357142857
0.142857143,0.928571429,1
0,0.214285714,0.142857143
0.642857143,0.357142857,0.857142857
0.357142857,0.571428571,0.928571429
0.928571429,0.714285714,0.5
0.785714286,0.142857143,0.5
0.071428571,0.071428571,0.142857143
0.642857143,0.142857143,0.428571429
0.714285714,0.285714286,0.857142857
0.857142857,0.785714286,0.857142857
0,1,0.071428571
0.357142857,0.214285714,0.285714286
0.428571429,0.857142857,0.428571429
0.714285714,0.5,0.5
0.642857143,0.142857143,0.714285714
0.785714286,0.428571429,0.142857143
0.214285714,0.5,0.071428571
0.142857143,0.357142857,0.428571429
0.428571429,0.642857143,1
0.142857143,0.5,0.214285714
0.571428571,0.285714286,0.5
0.428571429,0.071428571,0.285714286
1,0.071428571,1
0.785714286,0.214285714,0.714285714
0.571428571,0.428571429,0.214285714
0.428571429,0.428571429,0.928571429
0.428571429,0.928571429,0.857142857
0.642857143,0.214285714,0.928571429
0.928571429,1,0.285714286
1,0.642857143,0.5
0.857142857,0.285714286,1
0.571428571,0.285714286,0.214285714
0.642857143,0.785714286,0.285714286
0.642857143,0.785714286,0.642857143
0,0.571428571,0
0.857142857,0.428571429,0.357142857
0.928571429,1,0.142857143
0.142857143,0.214285714,0.714285714
1,0,0.214285714
0.214285714,0.928571429,0.785714286
0.285714286,0.857142857,0.928571429
0.642857143,0.785714286,0.5
0.214285714,1,0.571428571
0.142857143,0.642857143,1
0.857142857,0.142857143,0.5
0.785714286,0.071428571,0.142857143
0.142857143,0,0.642857143
0.785714286,0.071428571,0.5
0.142857143,0.928571429,0
0.428571429,0.642857143,0.071428571
0.142857143,0.357142857,0.142857143
0.857142857,0.785714286,0.071428571
0.214285714,0.428571429,0.5
0.857142857,0,0.5
0.071428571,0.642857143,0.357142857
0.428571429,0.428571429,0.5
0.857142857,0.357142857,0.5
1,0.071428571,0.071428571
1,0.214285714,0.5
0,0.857142857,0.785714286
0.428571429,0,0.357142857
0.214285714,0.5,0.5
1,0.857142857,0.071428571
0.214285714,0.714285714,0.928571429
0.928571429,0.357142857,0.071428571
0.428571429,0,0.642857143
0.5,0.857142857,0.428571429
0.285714286,0.214285714,0.571428571
0,0.357142857,0.857142857
0.928571429,0.142857143,1
0.428571429,0.357142857,0.142857143
1,0.571428571,0.857142857
0,0.714285714,1
0.357142857,0.571428571,0.071428571
0.357142857,0,0.428571429
1,0.285714286,0.928571429
0.571428571,0.214285714,0.357142857
0.071428571,0.714285714,0.5
0.928571429,0.142857143,0.642857143
0.642857143,0.357142857,0.571428571
0.142857143,0,0.714285714
0.428571429,0.857142857,0.285714286
0.857142857,0.214285714,0.928571429
0.642857143,0.428571429,0.285714286
1,0.857142857,0.714285714
0.785714286,0.571428571,0.714285714
0.214285714,0.142857143,0.642857143
